t_s,I_A,P_device_W,V_V,SOC,T_C
9297.0,1.3818886880539003,4.828442830087954,3.498137464245205,0.1275157147160675,33.31922907516321
9298.0,1.3389617812534484,4.683872370195181,3.4992903862750735,0.127422731259036,33.315863204839445
9299.0,1.541846003569533,5.395366897407509,3.493329681619782,0.12731565861989924,33.31771693137455
9300.0,1.5065634616509915,5.262922857829255,3.4940513356454894,0.1272110361572846,33.318595148297504
9301.0,1.3964833555576057,4.879384533692747,3.4969986312569143,0.127114058146482,33.31665846056376
9302.0,1.398084926862073,4.889101075617592,3.49682967031927,0.1270169689154499,33.31479711742884
9303.0,1.569315909751874,5.487630435324431,3.4917123867625524,0.12690798864393935,33.31734183479199
9304.0,1.3727294522628026,4.793176432139802,3.4970975240388125,0.12681266020975446,33.31478583752886
9305.0,1.6135672074308909,5.642801885976789,3.489983437555024,0.12670060693146062,33.31848153151549
9306.0,1.3982340795933086,4.87981377960564,3.49586080920177,0.12660350734259995,33.31655381681975
9307.0,1.5279548784158186,5.341517577682516,3.491957813561016,0.1264973993649322,33.31801246998003
9308.0,1.4465851900209503,5.051414457275305,3.4940408689322977,0.12639694206006963,33.317338125962635
9309.0,1.5257280693896769,5.330956229324704,3.4915509962909788,0.12629098872191757,33.31871831180143
9310.0,1.4282379964271201,4.986765799365743,3.494107963803941,0.12619180552772125,33.31756839223664
9311.0,1.4599326011165419,5.101162128178312,3.4930240847914447,0.12609042131931036,33.31725747059534
9312.0,1.4778815225165953,5.162275752618717,3.4922994182734453,0.12598779065802448,33.31739795441524
9313.0,1.3885819004783448,4.8493437632655585,3.494676282597435,0.12589136135938014,33.31524982792723
9314.0,1.5372660782283072,5.372247303626038,3.490229501441661,0.1257846067706143,33.316942841383366
9315.0,1.431434789028882,4.996035930058524,3.493010628112027,0.12568520157693172,33.31587023115122
9316.0,1.4547393542127594,5.081420025397994,3.4921629566680044,0.12558417801066696,33.31542352413453
9317.0,1.3893095046877824,4.851695187617446,3.4938699334258816,0.12548769818395256,33.31330125341458
9318.0,1.2539962808705258,4.381299902361407,3.4976962696008473,0.1254006151088921,33.307780689384515
9319.0,1.456013123689874,5.092691671219949,3.4918514598713406,0.12529950308641366,33.30744501124991
9320.0,1.6821404615820337,5.873784626483875,3.485038447318608,0.1251826877765816,33.31290527081194
9321.0,1.5452860471346952,5.385381286369407,3.4885316186920248,0.12507537624553056,33.31472096506809
9322.0,1.4746095057634692,5.144221886079682,3.490275565460618,0.12497297280763034,33.31474646915632
9323.0,1.452931912144958,5.07113275123752,3.490682398304114,0.12487207475817584,33.31423313868055
9324.0,1.47728701137317,5.156739767843614,3.4897750457106067,0.12476948538238604,33.31434953867915
9325.0,1.5227731486831324,5.314135734552563,3.4882207644892276,0.12466373724706081,33.31562532783988
9326.0,1.3748430730729793,4.7957561554073465,3.492246775049558,0.12456826203365297,33.31309996978683
9327.0,1.57042066659875,5.484296508400662,3.4864473420326245,0.12445920504291694,33.315634993792514
9328.0,1.5387051254027442,5.364614394632373,3.4870256488422755,0.12435235052031952,33.31728307612735
9329.0,1.5386912108013204,5.365455717712381,3.4867244077818964,0.1242454969640139,33.318929278305234
9330.0,1.5147577221346291,5.281542721642919,3.4871236429517594,0.12414030545553234,33.319949570166045
